X1,X2,X3,X4,X5,X6,X7,X8,y
1.882026172983832,6.111925359419596,-7.839505264116154,1.1152915311650187,1.438033247347635,-4.318607585151144,4.229775363811934,-5.426780695026233,-18.351249503450454
1.2000786041836116,6.784947774663061,-8.054364196913065,0.3981056793843303,4.021769950602893,-6.622403626528186,2.1563771711206043,-3.747862368197352,-7.3405327702786565
1.4893689920528697,4.1553703517494585,-5.944637929253178,-0.08014093191244057,0.7192910626533074,-8.381223743091134,2.8802690204504917,-8.187898965766363,-12.047718921238147
2.120446599600729,5.2094280588665685,-7.150049376271873,0.17614117417392336,2.536540016808182,-6.236960624163109,2.703803407404398,-6.28153989902307,-6.828928557796456
1.9337789950749837,5.456106650248135,-6.096973935532489,-0.8475989465605129,-3.500496923166767,-8.518924471265649,3.755868847331591,-5.1089295411959315,-16.839134709605617
0.5113610600617945,5.402959893408866,-6.844630843188536,-0.2756135981860725,1.634982963073947,-3.1863421532429506,2.6168531568361186,-1.793112295002727,-12.385241599593927
1.4750442087627946,6.08154717060078,-6.924941160847879,0.059676802199270844,0.21381087607625318,0.4812696448348479,1.8996313624240648,-4.964776112362637,-8.669125850711211
0.924321395851151,1.363844739232861,-6.577014409047275,0.06959539069597927,1.756504152507466,-2.7739186402332137,1.641739757180846,-4.778272155208365,-11.798109553680998
0.948390574103221,4.901351859704855,-5.155697334427934,-1.0714313710790317,1.9720969578275351,-5.618723466752406,2.826062917909705,-7.480488646256994,-2.7076686097911917
1.2052992509691862,5.47806720249353,-4.885025822677571,0.22933622546434695,-4.588125247401879,-4.963245683273654,3.689210910544746,-4.668398255357497,-8.223858727583094
1.072021785580439,2.999339302092589,-5.554592936821153,0.19543754475994715,-0.7815657531728092,-2.4613767278784833,2.699706371860316,-6.462145813764215,-10.827155722281173
1.7271367534814877,8.34797141402142,-7.187787059456543,-0.2639358443909449,-1.2570488892588703,-6.322013080116777,3.3566786502194286,-3.099585283206425,-15.606374242387847
1.3805188625734968,5.323118534476336,-5.2276424694559935,0.002922499357750215,0.46954479901196644,-4.707538012374714,2.749549267107142,-0.595882949142533,-7.691848018206063
1.060837508246414,8.126809490057859,-5.173324000070481,-1.0384440873576009,-3.9251201340564053,-9.773943740140497,2.280303196020504,-3.4425321353512635,-16.2726364774121
1.2219316163727127,3.4189539563338456,-5.670423355665067,-1.0358569307270438,-2.140068201711569,-7.45642952828923,3.657957760459924,-6.48259958801912,-5.775377565992031
1.1668371636871333,3.185399756949346,-6.724344523222909,0.09428108363676632,2.254033477408102,-6.252609612443841,1.2562283251782798,-3.3342802633957187,1.5139846344158245
1.7470395365788032,5.448504441931364,-5.149368509559432,-0.4674062336413148,0.5214741367099741,-3.6002132597656598,2.428553663776096,-6.0562905925601385,-15.270076886134117
0.8974208681170995,1.6426232743426867,-5.492617710388006,-0.008088864157010954,-2.134830536974959,-6.688828305212402,2.917750064223714,-5.074477204001774,1.764326980291215
1.1565338508254506,5.429931181252187,-9.74022790991895,0.5876434706223232,-0.381756470816483,-3.639345136677112,2.121807700373237,-4.251760178982858,-21.841810334504185
